微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
I11wV3WtB,种草使我平静  [组图共6张] 原图 ,"http://ww1.sinaimg.cn/large/93ff78d2gy1g5qelaink2j20rs1z3qpr.jpg,http://ww2.sinaimg.cn/large/93ff78d2gy1g5qelb6mt1j20rs3lyx6p.jpg,http://ww4.sinaimg.cn/large/93ff78d2gy1g5qelc7u1jj22bc3h07wj.jpg,http://ww1.sinaimg.cn/large/93ff78d2gy1g5qeld3zghj22pl1j44qq.jpg,http://ww4.sinaimg.cn/large/93ff78d2gy1g5qela5p2tj20rs0rsarn.jpg,http://ww3.sinaimg.cn/large/93ff78d2gy1g5qeldl0t8j20yi0yik48.jpg",无,无,2019-08-07 00:04,iPhone客户端,2,0,0
Av0Z5sI9O,桃之夭夭，灼灼其华。之子于归，宜其室家。 桃之夭夭，有蕡其实。之子于归，宜其家室。 桃之夭夭，其叶蓁蓁。之子于归，宜其家人。   原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1ed68xzadbpj20qo0zkah9.jpg,无,True,无,无,2014-02-03 15:55,手机微博触屏版,0,0,0
AtUuDkd8I,"转发理由://@邵雪城: 遇到这种本该吃素却老炖鸡汤给傻子灌的和尚，一定要炖锅三鞭汤，连汤带鞭给大师塞嘴里聊表敬意。——肖恩·康纳利  
原始用户: 央视网快看
转发内容: #名人视角#聪明的人，凡事都往好处想，以欢喜的心想欢喜的事，自然成就欢喜的人生；愚痴的人，凡事都朝坏处想，愈想愈苦，终成烦恼的人生。世间事都在自己的一念之间。我们的想法可以想出天堂，也可以想出地狱。——星云大师  原图 ",无,http://ww4.sinaimg.cn/large/75dda851jw1ecxl0funoej208q05t3yu.jpg,False,无,无,2014-01-27 09:33,手机微博触屏版,0,1,0
Aoc3YidSa,我很不好，很多毛病，不够优秀，不是好人。生出我来，哪怕不能更高有更多可能性。不怎么妨碍别人的话，也要随自己开心活着  ,无,无,True,无,无,2013-12-20 19:15,手机微博触屏版,0,0,0
Aoc1O8bGV,连自卑也不让，哪有这样的理直气壮。长得美的人臭美赏心悦目，确实丑的人臭美是恶心谁呢  ,无,无,True,无,无,2013-12-20 19:10,手机微博触屏版,0,0,0
AffGGa2fQ,蔓殊沙华  花开不见叶，叶生不开花。这种错过或许有过或许微不足道，但是个美丽而让人忧伤的典故，所以好像你的微不足道也够以此来大大修饰变得意义非凡起来  原图 ,http://ww4.sinaimg.cn/large/93ff78d2jw1e9ueedzgpvj20dc0hsq70.jpg,无,True,无,无,2013-10-22 23:56,手机微博触屏版,0,0,1
AffF7wJPp,这个时候，只是看多了别人的故事，感动于别人的故事，迷失于别人的故事……最后产生一种自己也有很多故事的错觉，就好像此时的遗憾难过也为的是自己的故事  原图 ,http://ww4.sinaimg.cn/large/93ff78d2jw1e9ueaepmnjj20dc0hstd9.jpg,无,True,无,无,2013-10-22 23:52,手机微博触屏版,0,0,0
AffDTjJO4,话剧之夜——《暗恋桃花源》陋见中两个穿插一起的闹剧、寻求完满，自卑与多余、难忘执念……像蔓殊沙华，花开不见叶，叶生不开花。总得有个遗憾错过才更显珍贵让人唏嘘  原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1e9ue799of1j20zk0qo423.jpg,无,True,无,无,2013-10-22 23:49,手机微博触屏版,0,0,0
AeJfVgZNX,水土不服有吐的有泻的有瘦的有失眠的……为什么我就喵了个咪的长它喵了个咪的痘痘啊啊啊啊啊啊啊啊！！！  ,无,无,True,无,无,2013-10-19 13:22,手机微博触屏版,0,0,0
AezzeCMnR,移动互联网时代，经济效益，设计产业帝国，联于贴近生活的艺术设计，国际设计名家……好像站错队伍╯▂╰无知陋见中：纯艺绘画似乎是在洪流中逆行的，回往植根于传统，创作虽也有时代创新，但不够牛逼活路就不多。只能指望少数精神朝圣者和装逼土豪们，所以土豪我们做朋友吧！  原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1e9p8g6ff1zj216o1kw453.jpg,无,True,无,无,2013-10-18 12:42,手机微博触屏版,0,0,0
Aezcpeky6,山工艺四十周年学术活动，大早说要开会，以为还是和堂院里的入学教育。结果是这么大的排场。央美国美等九大美院校长，法国台湾韩国德国英国皇家真正洋气的外国艺术学校校长，为此还发翻译耳机，好像还有各路国内国外牛逼人物……原谅我没见过世面，我受到了惊吓……  原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1e9p6tny0jpj20zk0qo0y3.jpg,无,True,无,无,2013-10-18 11:46,手机微博触屏版,1,0,0
AekVRF6nI,雨下给义人也下给不义的人。觉得好累，十八岁是个成年人了啊，不是小孩子，可还是做不到。以后的自由轻松，毫无忧虑要自己给自己。所以现在要优秀点再优秀点  原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1e9nfu84hd5j20dc0hsaep.jpg,无,True,无,无,2013-10-16 23:27,手机微博触屏版,0,0,0
AaPUykxtk,很多时候，一些人给了我可以倾诉的错觉。而到最后却是自以为是，徒增交浅言深的尴尬。这辈子要小心，不要活得像一个笑话  原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1e8wtqn1khsj21kw16owjw.jpg,无,True,无,无,2013-09-23 22:58,手机微博触屏版,0,0,0
AaPR44h2r,军训最后一天，打早起来。初升的太阳，很美。一切都会好起来，努力做好自己。  原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1e8wthox1lyj21kw16oqa6.jpg,无,True,无,无,2013-09-23 22:49,手机微博触屏版,1,0,0
A7hus28Bw,《汪明荃鄭少秋《帝女花之香夭》》 （分享自 @土豆音乐） http://t.cn/z8GNOB0   原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1e85smq5dpbj208w06o74n.jpg,无,True,无,无,2013-08-31 13:49,土豆,0,1,1
A6wVphqWS,"转发理由://@微博星座达人: 唱得超好，好喜欢这个版本  
原始用户: 全球音乐收录
转发内容: 耶鲁男Sam Tsui牵手翻唱美女完美演绎《Heart Attack》超好听超震撼翻唱 ！！洗脑循环了！！http://t.cn/z8vlLeA  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-4a23c0524a.png,False,无,无,2013-08-26 15:16,360安全浏览器,0,0,0
A66KZFaO3,#随手拍#玩泥巴  原图 ,http://ww4.sinaimg.cn/large/93ff78d2jw1e7wvixilblj20x66924qq.jpg,无,True,无,无,2013-08-23 20:39,360安全浏览器,0,0,0
A66JU1bDH,#随手拍#玩泥巴  原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1e7wvfwr6y6j20x6692e83.jpg,无,True,无,无,2013-08-23 20:37,360安全浏览器,0,0,0
zFdiU7erA,《【网络蚯蚓】2012获奖奥斯卡微动画，小男孩和变色龙 高清》 2012获奖奥斯卡微动画，小男孩和变色龙的真友谊，看了不禁回想起小时候。1分05秒开始彻底被萌倒。赞！========... http://t.cn/zY9nDIJ  （分享自 @土豆的动漫）  原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1e6grned1acj208w06o74j.jpg,无,True,无,无,2013-07-09 18:56,土豆,0,2,0
zC0Y5cJCn,一个人的漫漫长假哟~~~[din推撞]  原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1e5sfxn9samj218g4n8qv7.jpg,无,True,无,无,2013-06-18 18:01,360安全浏览器,0,0,0
zC0Um8r3w,玩泥巴~  原图 ,http://ww4.sinaimg.cn/large/93ff78d2jw1e5sfrhpcncj20in692b29.jpg,无,True,无,无,2013-06-18 17:51,360安全浏览器,0,0,0
zC0SHzhQg,玩泥巴~一下午的杰作  原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1e5sfnlhxh6j218g0xc7kp.jpg,无,True,无,无,2013-06-18 17:47,360安全浏览器,0,0,0
zC0SphBlN,玩泥巴玩泥巴~~  原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1e5sfmek3zuj21kw0d9qdo.jpg,无,True,无,无,2013-06-18 17:47,360安全浏览器,0,0,0
zBHBleaU6,学二胡学二胡！~  原图 ,http://ww4.sinaimg.cn/large/93ff78d2jw1e5q2hpahbxj20jc0yn461.jpg,无,True,无,无,2013-06-16 16:42,360安全浏览器,0,0,0
zBHvRospt,一个人的漫漫长假~~~从放假起做一个幸福的人，看书 干活 找工作 学二胡 学口琴 玩泥巴······  原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1e5q23obujej20l112548e.jpg,无,True,无,无,2013-06-16 16:29,360安全浏览器,0,0,0
zBHuIbt5v,玩泥巴要玩出水平玩出风格玩出境界  原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1e5q0h97z8qj20mh174n91.jpg,无,True,无,无,2013-06-16 16:26,360安全浏览器,0,0,0
zzx3pe3YI,【视频：十万个冷笑话】 http://t.cn/zjdRt7y  （分享自 @优酷网）  ,无,无,True,无,无,2013-06-02 10:11,优酷土豆,0,0,0
zvc1epRKJ,学校安排了个旧教室破破的。捞了个副班和宣传委员当当，布置教室忙活了半学期。青花锦鲤窗花向日葵红纸船和海····自己觉得很喜欢，老师告诉我这个教室布置他们开会时特别表扬了，说很漂亮很特别~嚯哈哈哈很开心  原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1e4ckma6aqpj20go5be1kx.jpg,无,True,无,无,2013-05-04 21:16,微博 weibo.com,0,1,0
zvbMnFR0n,碧红君和我  原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1e4cjpkahd1j208c0pfju0.jpg,无,True,无,无,2013-05-04 20:40,微博 weibo.com,0,0,0
zuFW2jKIj,分享图片  原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1e48n676ledj20im3imqr9.jpg,无,True,无,无,2013-05-01 11:36,微博 weibo.com,0,2,0
zuFEBoyii,得空要认真系统学学，粗制滥造的不严肃  原图 ,http://ww4.sinaimg.cn/large/93ff78d2jw1e48lvszz31j20im2qgh1t.jpg,无,True,无,无,2013-05-01 10:53,微博 weibo.com,0,0,1
zuFCxtj2k,北方有佳人，遗世而独立。一顾倾人城，再顾倾人国。不知倾城与倾国，佳人难再得。  原图 ,http://ww4.sinaimg.cn/large/93ff78d2jw1e48lp9kg3hj20e80w9jub.jpg,无,True,无,无,2013-05-01 10:48,微博 weibo.com,0,0,0
zuFte4qGe,陈氏物语草图  原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1e48l2ae7r5j20go1uygux.jpg,无,True,无,无,2013-05-01 10:25,微博 weibo.com,0,0,0
zuFktx8Le,提香  原图 ,http://ww4.sinaimg.cn/large/93ff78d2jw1e48kgmondij20m81v3ttg.jpg,无,True,无,无,2013-05-01 10:03,微博 weibo.com,0,1,0
zuqSj0yZv,“@”是个什么玩意儿！！搞了老半天了！  ,无,无,True,无,无,2013-04-29 21:15,微博 weibo.com,0,0,0
zuqLUa57a,"转发理由:@泉州提香艺术区王为杰  
原始用户: 一株想不开的花
转发内容: 校考五间过四间。256山工艺251天美186首师167陕师。人生便是取决于遇见了谁，从提香到毕加索，很感谢遇到廖老师缪老师王老师和各位可爱的老师们。虽有遗憾，提香的鱼和遮天的树还没看够，百来号同学还没认全。失望自己没再努力点加把劲，大胆去拼个哪怕头破血流...但不过白璧微瑕，足够是一段美好经历  原图 ",无,http://ww3.sinaimg.cn/large/93ff78d2jw1e46s7znun2j20im34kqqy.jpg,False,无,无,2013-04-29 21:00,微博 weibo.com,0,0,0
zuqLNDMDs,校考五间过四间。256山工艺251天美186首师167陕师。人生便是取决于遇见了谁，从提香到毕加索，很感谢遇到廖老师缪老师王老师和各位可爱的老师们。虽有遗憾，提香的鱼和遮天的树还没看够，百来号同学还没认全。失望自己没再努力点加把劲，大胆去拼个哪怕头破血流...但不过白璧微瑕，足够是一段美好经历  原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1e46s7znun2j20im34kqqy.jpg,无,True,无,无,2013-04-29 20:59,微博 weibo.com,0,2,1
zuqJujMXb,"转发理由:@泉州提香艺术区王为杰  
原始用户: 一株想不开的花
转发内容: 校考五间过四间。256山工艺251天美186首师167陕师。人生便是取决于遇见了谁，从提香到毕加索，很感谢遇到廖老师缪老师王老师和各位可爱的老师们。虽有遗憾，提香的鱼和遮天的树还没看够，百来号同学还没认全。失望自己没再努力点加把劲，大胆去拼个哪怕头破血流...但不过白璧微瑕，足够是一段美好经历  原图 ",无,http://ww3.sinaimg.cn/large/93ff78d2jw1e46ry7mcc5j20im0dyabt.jpg,False,无,无,2013-04-29 20:54,微博 weibo.com,0,0,0
zuqI7wHF7,校考五间过四间。256山工艺251天美186首师167陕师。人生便是取决于遇见了谁，从提香到毕加索，很感谢遇到廖老师缪老师王老师和各位可爱的老师们。虽有遗憾，提香的鱼和遮天的树还没看够，百来号同学还没认全。失望自己没再努力点加把劲，大胆去拼个哪怕头破血流...但不过白璧微瑕，足够是一段美好经历  原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1e46ry7mcc5j20im0dyabt.jpg,无,True,无,无,2013-04-29 20:50,微博 weibo.com,0,1,2
zqj242zw5,我要胖成一片海让你无法忽视的存在……话说今天穿了件紧身裤，路上遇到俩妹子频频回头看我，然后路过楼道的大镜子，我也看了下自己……一冬天没好好看清我竟是长成这个样子么？  ,无,无,True,无,无,2013-04-02 17:56,uc浏览器ios,0,0,0
zmNH1BrIV,"转发理由://@Vivien唐七公子: “刷课的，你到底是怎么看我的，你的抢课对手，还是，一个抢不到课的？”感觉这句这么一改，更加悲怆了呢！  
原始用户: 华胥引吧
转发内容: #华胥引人物之高考版#在贴吧看到这个。把很多吧友写的一起放上来了：）挺有意思的~via：聆听与驻守  [地址]http://t.cn/zW7NIjs  原图 ",无,http://ww4.sinaimg.cn/large/76a0f6d1jw1du069tlgeyj.jpg,False,无,无,2013-03-10 16:38,微博 weibo.com,0,0,0
zj91UrPbP,"转发理由:转发微博  
原始用户: 全球电影收录
转发内容: 15年来最获好评的150部电影。（转）  原图 ",无,http://ww1.sinaimg.cn/large/76591c14jw1e1sw8ve9zpj.jpg,False,无,无,2013-02-14 15:36,360安全浏览器,0,0,0
zh9y3EYkJ,"转发理由:转发微博  
原始用户: 漫小鱼
转发内容: 困扰我多年的问题终于解开了，第一次弄明白的亲也转走吧！  原图 ",无,http://ww3.sinaimg.cn/large/791b2b40jw1e1dmz5yokij.jpg,False,无,无,2013-02-01 13:15,360安全浏览器,0,0,0
zh9wTik1B,"转发理由://@重口味宅腐女: 转发微博  
原始用户: 重口味宅腐女
转发内容: 【一部很有宫崎骏feel的国产动画】动漫《大海》，很值得推荐的一部国产动画，有着宫崎骏的feel但是又不失中国的特色，比如 ，屋寨，以及那些所见的怪物等是摘自山海经里面的一些怪物形象。 支持国产动画，推荐哟~~http://t.cn/zYU5xVU  原图 ",无,http://ww1.sinaimg.cn/large/6d188eacgw1e1d3bspn2fj.jpg,False,无,无,2013-02-01 13:12,360安全浏览器,0,0,0
zgZWwamCY,转发微博已被删除,无,无,False,无,无,2013-01-31 12:48,360安全浏览器,0,0,0
zgZT07ckE,"转发理由:转发微博  
原始用户: 全球电影收录
转发内容: 《天堂的忏悔》18分钟的视频深深的刺痛了我！！~太震撼了！！“你一直活在别人的梦想里，可自己却浑然不知。。。”珍惜现在的自己，珍惜现在的生活吧，因为我们会死很久。。。看完这个你就知道自己生活在天堂里！！请转给你身边的每个人。。。http://t.cn/zWssf32  原图 ",无,http://ww4.sinaimg.cn/large/76591c14gw1e1cksq8bi7j.jpg,False,无,无,2013-01-31 12:39,360安全浏览器,0,0,0
zgZJseMyC,"转发理由://@懂点文学名句: 8款创意礼品盒的折法 ，简单又有爱！  
原始用户: 潮牌复刻gucci高仿衣服男装女装
转发内容: 8款创意礼品盒的折法 ，简单又有爱！（转）  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png,False,无,无,2013-01-31 12:15,360安全浏览器,0,0,0
zgKTq9F9V,"转发理由://@泉州提香艺术区王为杰: //@L-越玲:这就是我们提香哈哈。。漂亮吗？？？@张张张晓芬要高考了 @张-杰望 @不妥协-PP @张宜婷  
原始用户: 糖小逗_
转发内容: 提香……不断前行…http://t.cn/zYAlbbE………[转发][甩甩手][走你]@zsy扣子 @灰色透明 @海韵的故事 @向日葵三文 @泉州提香艺术区王为杰 @海嗨海嗨海 @欣欣0337 @Chen-Jinsong @贞贞戴 @柚子_U  原图 ",无,http://ww4.sinaimg.cn/large/57559652jw1e19fac3qa7j.jpg,False,无,无,2013-01-29 22:29,360安全浏览器,0,0,0
zgBKzvvZs,"转发理由://@泉州提香艺术区商显威: 转发微博  
原始用户: 谢融冰
转发内容: 【视频：超搞笑西方美术史！！】 超搞笑西方美术史！！  （分享自 @优酷网）  ",无,无,False,无,无,2013-01-28 23:12,360安全浏览器,0,0,0
zg5lmDCC7,转发微博已被删除,无,无,False,无,无,2013-01-25 12:42,微博搜索,0,0,0
zg5jyCaSo,"转发理由:转发微博  
原始用户: 全球最搞笑搜罗
转发内容: 现在学画画的人都这么逆天了？！连塑料袋的质感都画的这么逼真！.把相机扔了吧~..好虚弱的感觉""http://t.cn/zYzi2th  原图 ",无,http://ww2.sinaimg.cn/large/7701a533jw1e15iddgnruj.jpg,False,无,无,2013-01-25 12:38,360安全浏览器,0,0,0
zg5g9lUAs,"转发理由://@全球电影收录: 妹纸们赶紧来收藏啦，迅速学起来~不仅防狼效果极佳， 还尽显女王风范。  
原始用户: 时尚生活宝典
转发内容: 【究极绝灭女子护身秘传六连技】年底到了，治安总是差点，姐妹们学两招防身吧~招招惊人，只要一出，必中要害！小贴士脚着最实用的还是第二招（图片四），嘻嘻嘻，你懂得。妹纸们赶紧来收藏啦，迅速学起来~不仅防狼效果极佳， 还尽显女王风范。（转）  原图 ",无,http://ww2.sinaimg.cn/large/621d8f2cjw1e13m81wsasj.jpg,False,无,无,2013-01-25 12:29,360安全浏览器,0,0,0
zfR2jngyb,"转发理由:无 
原始用户: Mt設計-阿铁
转发内容: 提香十年@小马哥i的雕塑故事 @--人来疯-- @陳奕迅所長 @杨福阳_PG @张歆艺 @canw- @曾阿米童鞋 @泉州提香艺术区王为杰  原图 ",无,http://ww3.sinaimg.cn/large/71e42ef5jw1e13ug6r6a5j.jpg,False,无,无,2013-01-24 00:17,UC浏览器Android,0,0,0
zfR2h1zc5,"转发理由://@泉州提香艺术区王为杰:“做好一件事”是李维祀先生的教诲，先生暂别，学生铭记。//@糖小逗_: 十年前的微不足道，一步一步。就为做好一件事。十年后，共同见证了它的成长结果。提其要。希望这是一种精神的传递。@zsy扣子 @灰色透明 @向日葵三文 @海韵的故事 @海嗨海嗨海 @欣欣0337 @  
原始用户: Mt設計-阿铁
转发内容: 提香十年@小马哥i的雕塑故事 @--人来疯-- @陳奕迅所長 @杨福阳_PG @张歆艺 @canw- @曾阿米童鞋 @泉州提香艺术区王为杰  原图 ",无,http://ww3.sinaimg.cn/large/71e42ef5jw1e13ug6r6a5j.jpg,False,无,无,2013-01-24 00:17,UC浏览器Android,0,0,0
zfMxAmLHK,转发微博已被删除,无,无,False,无,无,2013-01-23 12:50,360安全浏览器,0,0,0
zfCvnm4KV,超赞绘画灵魂舞蹈 看完之后，内心那最柔软部分真的被触动了！  http://t.cn/zjjN03c  （分享自 @56网）  ,无,无,True,无,无,2013-01-22 11:17,56网连接分享,0,0,0
zfwH8w0rc,"转发理由://@笑话最经典: 听10秒就会喜欢上的歌曲~~ 下载来慢慢听~！  
原始用户: 抖音劲爆视频
转发内容:  听10秒就会喜欢上的歌曲~~ 下载来慢慢听~！ （推荐关注@全球潮流时尙榜  黄晓明等大明星都关注我了，亲 您还等什么）  原图 ",无,http://ww2.sinaimg.cn/large/958a49a0jw1dzwxfp71m9g.gif,False,无,无,2013-01-21 20:30,360安全浏览器,0,0,0
zfwya7oDP,转发微博已被删除,无,无,False,无,无,2013-01-21 20:08,360安全浏览器,0,0,0
zcXLaecwH,《精灵之书》 人物设计欣赏 - 原文地址：《精灵之书》 人物设计欣赏作者：CG插画控 原文地址： http://t.cn/zjEctse  ,无,无,True,无,无,2013-01-04 23:53,Qing,0,2,0
zcXKoiHT4,插画师 Robert Tirado 的时尚少女画作欣赏(PS:好靓丽的色彩） - 原文地址：插画师 Robert Tirado 的时尚少女画作欣赏(PS:好靓丽的色彩）作者：CG插画控 原文地址： http://t.cn/zjEcbj7  ,无,无,True,无,无,2013-01-04 23:51,Qing,0,0,0
zcT8OpTK9,"转发理由://@天天嗨翻你: 超可爱的狗狗集锦,你喜欢哪一种？  
原始用户: 有趣图片
转发内容: 超可爱的狗狗集锦,你喜欢哪一种？  原图 ",无,http://ww4.sinaimg.cn/large/5ed6e807tw1e0fh28yh3dj.jpg,False,无,无,2013-01-04 12:07,微博 weibo.com,0,0,0
